repository,star_range,star,latest_push,files,total_dependencies,number_of_vulnerabilities,ghsa,cve_strings,cvss,severity,sploitus_number_of_pocs
posva/focus-trap-vue,150..240,215,2025-09-22T05:33:47Z,package.json,25,0,,,,,0
osm-americana/openstreetmap-americana,150..240,214,2025-09-21T19:41:56Z,package.json,41,1,GHSA-67mh-4wv8-2f99,CVE-2017-1000042,6.1,"MODERATE,MODERATE",0
aws/aws-lambda-nodejs-runtime-interface-client,150..240,214,2025-09-18T19:56:45Z,package.json,21,3,"GHSA-qw6h-vgh9-j6wx,GHSA-qwcr-r2fm-qrc7,GHSA-rv95-896h-c2vc","CVE-2024-43796,CVE-2024-45590,CVE-2024-29041","7.5,5.0","HIGH,MODERATE,LOW",0
numbas/Numbas,150..240,214,2025-09-19T12:32:19Z,package.json,2,0,,,,,0
vercel-labs/mcp-on-vercel,150..240,214,2025-09-21T04:00:00Z,package.json,3,0,,,,,0
rNeomy/proxy-switcher,150..240,214,2025-09-22T12:13:37Z,package.json,0,0,,,,,0
nginxinc/nginx-openid-connect,150..240,214,2025-09-15T11:14:33Z,package.json,0,0,,,,,0
brody4hire/prettierx,150..240,215,2025-08-13T08:14:58Z,package.json,126,11,"GHSA-7fh5-64p2-3v2j,GHSA-f8q6-p94x-37v3,GHSA-4vvj-4cpr-p986,GHSA-4rq4-32rv-6wp6,GHSA-r683-j2x4-v87g,GHSA-hc6q-2mpp-qw7j,GHSA-xvch-5gv4-984h,GHSA-c2qf-rxjj-qqgw,GHSA-9c47-m6qq-7p4h,GHSA-64g7-mvw6-v9qj,GHSA-gcx4-mw62-g8wm","CVE-2021-44906,CVE-2022-46175,CVE-2023-28154,CVE-2022-0235,CVE-2022-0144,CVE-2023-44270,CVE-2024-43788,CVE-2022-3517,CVE-2024-47068,CVE-2022-25883","7.5,5.3,7.1,6.4,6.1,7.1,6.1,8.8","CRITICAL,HIGH,HIGH,HIGH,CRITICAL,MODERATE,HIGH,HIGH,MODERATE,MODERATE,HIGH",6
tubearchivist/browser-extension,150..240,213,2025-09-09T09:21:26Z,package.json,3,0,,,,,0
sveltejs/svelte-hmr,150..240,213,2025-09-09T19:00:03Z,package.json,16,14,"GHSA-vg6x-rcgg-rjx6,GHSA-9cwx-2883-4wfx,GHSA-x574-m823-4x7w,GHSA-64vr-g452-qvp3,GHSA-356w-63v5-8wf4,GHSA-rm97-x556-q36h,GHSA-g4jq-h2w9-997c,GHSA-jqfw-vq24-v9c3,GHSA-8jhw-289h-jh2g,GHSA-9crc-q9x8-hgqq,GHSA-8266-84wp-wv5c,GHSA-859w-5945-r5v3,GHSA-4r4m-qw57-chr8,GHSA-xcj6-pq6g-qj4x","CVE-2025-24964,CVE-2025-46565,CVE-2025-24010,CVE-2025-31486,CVE-2024-45047,CVE-2024-45812,CVE-2024-45811,CVE-2025-58751,CVE-2025-58752,CVE-2024-21501,CVE-2025-30208,CVE-2024-31207,CVE-2025-31125,CVE-2025-32395","5.3,5.3,5.3","MODERATE,CRITICAL,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE",16
wonderfulsoftware/webring,150..240,213,2025-09-22T12:16:12Z,package.json,26,10,"GHSA-wf5p-g6vw-rhxx,GHSA-8cf7-32gw-wr33,GHSA-hjrf-2m68-5959,GHSA-29mw-wpgm-hmr9,GHSA-35jh-r3h4-6jhm,GHSA-cph5-m8f7-6c5x,GHSA-qwph-4952-7xr6,GHSA-jr5f-v2jv-69x6,GHSA-4hjh-wcwx-xvwj","CVE-2021-23337,CVE-2021-3749,CVE-2022-23540,CVE-2022-23541,CVE-2025-27152,CVE-2024-57965,CVE-2023-45857,CVE-2022-23539,CVE-2020-28500,CVE-2025-58754","7.2,0.0,5.9","MODERATE,HIGH,HIGH,MODERATE,HIGH,HIGH,HIGH,MODERATE,MODERATE",1
Mid0Hub/owofarmbot_stable,150..240,213,2025-09-22T13:46:19Z,package.json,14,1,GHSA-4hjh-wcwx-xvwj,CVE-2025-58754,,HIGH,0
N1ck/gifs-for-github,150..240,213,2025-09-18T15:48:37Z,package.json,48,0,,,,,0
particle-iot/particle-cli,150..240,214,2025-09-19T17:57:38Z,package.json,53,17,"GHSA-62gr-4qp9-h98f,GHSA-q2c6-c6pm-g3gh,GHSA-p6mc-m468-83gw,GHSA-f52g-6jhx-586p,GHSA-wc69-rhjr-hc9g,GHSA-hhhv-q57g-882q,GHSA-g9r4-xpmj-mj65,GHSA-2cf5-4w76-r9qv,GHSA-29mw-wpgm-hmr9,GHSA-35jh-r3h4-6jhm,GHSA-w457-6q6x-cgp9,GHSA-f2jv-r9rf-7988,GHSA-8hfj-j24r-96c4,GHSA-765h-qjxv-5f44,GHSA-22r3-9w55-cj54,GHSA-3cqr-58rm-57f8,GHSA-p8p7-x288-28g6","CVE-2021-23337,CVE-2021-23383,CVE-2022-24785,CVE-2019-20920,CVE-2024-24828,CVE-2024-28176,CVE-2022-31129,CVE-2023-28155,CVE-2021-23369,CVE-2020-28500,CVE-2019-20922,CVE-2019-19919,CVE-2020-8203","7.2,6.1,6.6,5.6,7.5","HIGH,MODERATE,HIGH,MODERATE,MODERATE,CRITICAL,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,CRITICAL,CRITICAL,MODERATE,HIGH,HIGH",2
lucavandro/CodiceFiscaleJS,150..240,212,2025-09-22T17:33:02Z,package.json,10,0,,,,,0
onevcat/UniWebView-Docs,150..240,212,2025-09-18T19:49:45Z,package.json,7,1,GHSA-x7hr-w5r2-h6wg,CVE-2024-53382,,MODERATE,0
dapr/js-sdk,150..240,212,2025-09-22T11:45:21Z,package.json,44,5,"GHSA-qw6h-vgh9-j6wx,GHSA-qwcr-r2fm-qrc7,GHSA-rv95-896h-c2vc,GHSA-7v5v-9h63-cj86","CVE-2024-37168,CVE-2024-43796,CVE-2024-45590,CVE-2024-29041,CVE-2022-3171","4.3,7.5,5.0","MODERATE,HIGH,MODERATE,LOW",0
mumuy/gobang,150..240,212,2025-09-17T05:44:30Z,package.json,8,1,GHSA-968p-4wvh-cqc8,CVE-2025-27789,,MODERATE,0
Maseshi/Shioru,150..240,212,2025-09-19T11:35:10Z,package.json,24,0,,,,,0
Hanks10100/weex-vue-examples,150..240,212,2024-01-12T09:18:31Z,package.json,21,5,"GHSA-5j4c-8p2g-v4jx,GHSA-r8f7-9pfq-mjmv,GHSA-48gc-5j93-5cfq,GHSA-c2gp-86p4-5935,GHSA-9v62-24cr-58cx","CVE-2020-24025,CVE-2024-9506,CVE-2019-5786",5.3,"HIGH,LOW,MODERATE,MODERATE,MODERATE",8
elder-plinius/P4RS3LT0NGV3,150..240,211,2025-09-20T22:37:21Z,package.json,0,0,,,,,0
postcss/postcss-selector-parser,150..240,212,2025-09-09T11:43:26Z,package.json,21,2,"GHSA-c2qf-rxjj-qqgw,GHSA-xvch-5gv4-984h","CVE-2021-44906,CVE-2022-25883",5.3,"CRITICAL,HIGH",0
Ingan121/WMPotify,150..240,211,2025-09-22T02:19:42Z,package.json,14,2,"GHSA-7fh5-64p2-3v2j,GHSA-67mh-4wv8-2f99",CVE-2023-44270,,"MODERATE,MODERATE",0
MagicJinn/MrBeastify-Youtube,150..240,211,2025-09-20T16:55:45Z,package.json,0,0,,,,,0
ZZZure/ZZZ-Plugin,150..240,211,2025-09-20T16:11:21Z,package.json,0,0,,,,,0
IonRh/Cloudflare-BestIP,150..240,210,2025-09-22T03:21:25Z,package.json,0,0,,,,,0
vanodevium/node-framework-stars,150..240,210,2025-09-22T17:36:31Z,package.json,3,0,,,,,0
bitcoinjs/bip38,150..240,211,2025-09-01T06:43:12Z,package.json,14,0,,,,,0
qlik-oss/enigma.js,150..240,211,2025-05-28T22:04:35Z,package.json,49,26,"GHSA-hjrf-2m68-5959,GHSA-mqm9-c95h-x2p6,GHSA-j58c-ww9w-pwp5,GHSA-cph5-m8f7-6c5x,GHSA-2qqx-w9hr-q5gx,GHSA-prc3-vjfx-vhm9,GHSA-4w4v-5hc9-xrr2,GHSA-2vrf-hf26-jrp5,GHSA-qwph-4952-7xr6,GHSA-4hjh-wcwx-xvwj,GHSA-4v9v-hfq4-rm2v,GHSA-m9gf-397r-hwpg,GHSA-cf66-xwfp-gvc4,GHSA-5cp4-xmrw-59wf,GHSA-3h5v-q93c-6h6q,GHSA-8cf7-32gw-wr33,GHSA-wf5p-g6vw-rhxx,GHSA-qwqh-hm9m-p5hr,GHSA-9jgg-88mc-972h,GHSA-4w2v-q235-vp99,GHSA-mhp6-pxh8-r675,GHSA-5v72-xg48-5rpm,GHSA-89mq-4x47-5v83,GHSA-jr5f-v2jv-69x6,GHSA-gcx4-mw62-g8wm,MAL-2025-21003","CVE-2018-14732,CVE-2021-3749,CVE-2022-23541,CVE-2024-21490,CVE-2024-8373,CVE-2025-0716,CVE-2019-10768,CVE-2022-23539,CVE-2025-30360,CVE-2025-58754,CVE-2020-28168,CVE-2022-25869,CVE-2024-47068,CVE-2024-8372,CVE-2022-23540,CVE-2023-26118,CVE-2024-37890,CVE-2020-7676,CVE-2025-27152,CVE-2024-57965,CVE-2023-45857,CVE-2025-30359,CVE-2023-26116,CVE-2021-4231,CVE-2023-26117","5.9,6.1,7.5,0.0,3.5","HIGH,MODERATE,MODERATE,HIGH,UNKNOWN,HIGH,HIGH,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,LOW,LOW,MODERATE,MODERATE",1
Notifiarr/dockwatch,150..240,210,2025-09-22T10:38:22Z,package.json,0,0,,,,,0
iceburgcrm/iceburgcrm,150..240,210,2025-09-22T17:49:19Z,package.json,32,5,"GHSA-29mw-wpgm-hmr9,GHSA-35jh-r3h4-6jhm,GHSA-7fh5-64p2-3v2j,GHSA-x8qp-wqqm-57ph,GHSA-p2ph-7g93-hw3m","CVE-2021-23337,CVE-2025-53892,CVE-2020-28500,CVE-2023-44270,CVE-2025-27597",7.2,"HIGH,MODERATE,MODERATE,HIGH,MODERATE",0
luuxis/Selvania-Launcher,150..240,210,2025-09-22T06:32:28Z,package.json,12,2,"GHSA-9jxc-qjr9-vjxq,GHSA-vmqv-hx8q-j7mg","CVE-2024-39698,CVE-2025-55305",,"HIGH,MODERATE",0
ekristen/dns-proxy,150..240,210,2025-09-13T15:37:16Z,package.json,6,2,"GHSA-22r3-9w55-cj54,GHSA-gxpj-cx7g-858c","CVE-2017-16137,CVE-2024-24828",6.6,"MODERATE,LOW",0
raphaelheinz/LeetHub-3.0,150..240,210,2025-09-22T12:48:33Z,package.json,7,0,,,,,0
jaedle/mirror-to-gitea,150..240,210,2025-08-27T13:19:53Z,package.json,12,1,GHSA-67mh-4wv8-2f99,,,MODERATE,0
nichollascarter/subjx,150..240,210,2025-09-16T10:25:55Z,package.json,26,1,,CVE-2020-26226,"8.1,8.1,8.1",,0
debloper/xplex,150..240,209,2025-09-17T16:57:52Z,package.json,3,3,"GHSA-qw6h-vgh9-j6wx,GHSA-qwcr-r2fm-qrc7,GHSA-rv95-896h-c2vc","CVE-2024-43796,CVE-2024-45590,CVE-2024-29041","7.5,5.0","HIGH,MODERATE,LOW",0
Countly/countly-sdk-web,150..240,209,2025-09-18T11:28:39Z,package.json,11,0,,,,,0
riot/route,150..240,210,2025-08-22T20:28:57Z,package.json,28,0,,,,,0
penjc/CityU,150..240,209,2025-09-19T03:12:49Z,package.json,15,1,GHSA-4hjh-wcwx-xvwj,CVE-2025-58754,,HIGH,0
ui5-community/ui5-ecosystem-showcase,150..240,210,2025-09-17T13:11:59Z,package.json,202,4,"GHSA-8mvj-3j78-4qmw,GHSA-4hjh-wcwx-xvwj","CVE-2025-57810,CVE-2025-58754,CVE-2025-58460,CVE-2024-1899","5.3,4.2","HIGH,HIGH",0
CVEProject/cve-services,150..240,209,2025-09-22T17:46:35Z,package.json,53,1,GHSA-vg7j-7cwx-8wgw,CVE-2025-23061,,CRITICAL,0
SamiurRahmanMukul/Hotel-Room-Booking-System,150..240,209,2025-09-22T12:02:40Z,package.json,75,25,"GHSA-qpjv-v59x-3qc4,GHSA-f82v-jwr5-mffw,GHSA-3h52-269p-cp9r,GHSA-4342-x723-ch2f,GHSA-hjrf-2m68-5959,GHSA-xv57-4mr9-wg8v,GHSA-7m27-7ghc-44w9,GHSA-vg7j-7cwx-8wgw,GHSA-7gfc-8cq8-jh5f,GHSA-rv95-896h-c2vc,GHSA-g5qg-72qw-gw5v,GHSA-c59h-r6p8-q9wc,GHSA-m7xq-9374-9rvx,GHSA-qwph-4952-7xr6,GHSA-4hjh-wcwx-xvwj,GHSA-qw6h-vgh9-j6wx,GHSA-qwcr-r2fm-qrc7,GHSA-7fh5-64p2-3v2j,GHSA-wf5p-g6vw-rhxx,GHSA-8cf7-32gw-wr33,GHSA-g77x-44xx-532m,GHSA-9m93-w8w6-76hh,GHSA-jr5f-v2jv-69x6","CVE-2025-55173,CVE-2025-29927,CVE-2023-3696,CVE-2025-57752,CVE-2022-23541,CVE-2023-46298,CVE-2024-43796,CVE-2024-29041,CVE-2022-23539,CVE-2025-58754,BIT-mongoose-2023-3696,CVE-2025-32421,CVE-2024-56332,CVE-2025-57822,CVE-2024-45590,CVE-2022-23540,CVE-2024-47831,CVE-2024-53900,CVE-2023-44270,CVE-2024-51479,CVE-2025-23061,CVE-2025-27152,CVE-2025-48068,CVE-2024-57965,CVE-2023-45857","0.0,0.0,7.5,5.0,5.9,10.0","MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,HIGH,HIGH,MODERATE,LOW,HIGH,MODERATE,MODERATE,LOW,MODERATE,CRITICAL,MODERATE,HIGH,LOW,LOW,MODERATE,MODERATE,MODERATE,CRITICAL,HIGH,CRITICAL",52
BrockReece/vue-heatmapjs,150..240,209,2025-09-17T01:55:31Z,package.json,45,5,"GHSA-qw6h-vgh9-j6wx,GHSA-5j4c-8p2g-v4jx,GHSA-g3ch-rx76-35fx,GHSA-rv95-896h-c2vc,GHSA-c7qv-q95q-8v27","CVE-2024-9506,CVE-2024-43796,CVE-2024-29041,CVE-2024-6783,CVE-2024-21536","7.5,5.0","LOW,HIGH,MODERATE,LOW,MODERATE",0
cibernox/ember-power-calendar,150..240,209,2025-09-22T05:05:25Z,package.json,108,1,GHSA-x7hr-w5r2-h6wg,CVE-2024-53382,,MODERATE,0
bytedance/web-bench,150..240,209,2025-09-16T06:59:13Z,package.json,185,31,"GHSA-vg6x-rcgg-rjx6,GHSA-9cwx-2883-4wfx,GHSA-x574-m823-4x7w,GHSA-64vr-g452-qvp3,GHSA-29mw-wpgm-hmr9,GHSA-4www-5p9h-95mh,GHSA-356w-63v5-8wf4,GHSA-cxjh-pqwp-8mfp,GHSA-4hjh-wcwx-xvwj,GHSA-4v9v-hfq4-rm2v,GHSA-g4jq-h2w9-997c,GHSA-jf85-cpcp-j695,GHSA-fvqr-27wr-82fm,GHSA-p6mc-m468-83gw,GHSA-9jgg-88mc-972h,GHSA-xcj6-pq6g-qj4x,GHSA-9gqv-wp59-fq42,GHSA-mg2h-6x62-wpwc,GHSA-mh8j-9jvh-gjf6,GHSA-jqfw-vq24-v9c3,GHSA-8jhw-289h-jh2g,GHSA-35jh-r3h4-6jhm,GHSA-859w-5945-r5v3,GHSA-4r4m-qw57-chr8,GHSA-92r3-m2mg-pj97,GHSA-4xc9-xhrj-v574,GHSA-3965-hpx2-q597,GHSA-cpj6-fhp6-mr6j,GHSA-x5rq-j2xg-h7qm,GHSA-c24v-8rfc-w8vw,GHSA-f46r-rw29-r322","CVE-2025-46565,CVE-2024-36361,CVE-2019-1010266,CVE-2025-31486,CVE-2025-58752,CVE-2025-30208,CVE-2025-43864,CVE-2024-28849,CVE-2024-23331,CVE-2018-16487,CVE-2025-30360,CVE-2023-49293,CVE-2025-58754,CVE-2020-8203,CVE-2021-23337,CVE-2025-32997,CVE-2025-32442,CVE-2020-28500,CVE-2025-24010,CVE-2018-3721,CVE-2025-43865,CVE-2024-45812,CVE-2024-45811,CVE-2025-58751,CVE-2019-10744,CVE-2025-30359,CVE-2025-32996,CVE-2024-31207,CVE-2025-31125,CVE-2023-26158,CVE-2025-32395","5.3,5.3,7.2","HIGH,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,CRITICAL,HIGH,MODERATE,HIGH",40
welpo/tabi,150..240,209,2025-09-20T08:31:09Z,package.json,0,0,,,,,0
ppixiv/ppixiv,150..240,209,2025-09-15T13:59:22Z,package.json,0,0,,,,,0
matteoserva/GraphLLM,150..240,209,2025-09-07T17:14:19Z,package.json,14,5,"GHSA-qw6h-vgh9-j6wx,GHSA-m5pj-vjjf-4m3h,GHSA-rv95-896h-c2vc,GHSA-j383-35pm-c5h4,GHSA-rm36-94g8-835r","CVE-2022-1537,CVE-2022-0436,CVE-2024-43796,CVE-2020-7729,CVE-2024-29041","7.8,5.0","HIGH,MODERATE,HIGH,MODERATE,LOW",1
not-matthias/apollo,150..240,208,2025-09-21T11:49:41Z,package.json,0,0,,,,,0
surprisetalk/blogs.hn,150..240,208,2025-09-19T15:21:46Z,package.json,0,0,,,,,0
TheFes/HA-configuration,150..240,208,2025-09-19T14:58:56Z,package.json,0,0,,,,,0
wzh15802/lxmusic,150..240,208,2025-09-22T08:48:22Z,package.json,0,0,,,,,0
iambumblehead/esmock,150..240,208,2025-09-12T07:22:43Z,package.json,52,0,,,,,0
sindresorhus/into-stream,150..240,208,2025-09-09T22:30:21Z,package.json,6,0,,,,,0
jitsi/handbook,150..240,208,2025-09-12T09:13:00Z,package.json,8,0,,,,,0
primer/stylelint-config,150..240,208,2025-09-08T21:31:57Z,package.json,29,1,GHSA-gcx4-mw62-g8wm,CVE-2024-47068,6.1,HIGH,0
metabrainz/bookbrainz-site,150..240,209,2025-09-19T09:39:15Z,package.json,114,1,GHSA-vc8w-jr9v-vj7f,CVE-2024-6531,,MODERATE,2
NUKnightLab/StoryMapJS,150..240,208,2025-09-17T22:24:35Z,package.json,25,2,"GHSA-hc6q-2mpp-qw7j,GHSA-4vvj-4cpr-p986","CVE-2024-43788,CVE-2023-28154",6.4,"CRITICAL,MODERATE",0
wikimedia/node-cssjanus,150..240,208,2025-08-27T16:34:45Z,package.json,4,0,,,,,0
BarryCarlyon/twitch_misc,150..240,207,2025-09-17T14:16:03Z,package.json,24,3,"GHSA-vmqv-hx8q-j7mg,GHSA-xw5q-g62x-2qjc,GHSA-6r2x-8pq8-9489","CVE-2024-46993,CVE-2025-55305,CVE-2024-46992",,"MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE",0
stylesuxx/esc-configurator,150..240,208,2025-09-21T16:29:36Z,package.json,68,3,"GHSA-7fh5-64p2-3v2j,GHSA-fhg7-m89q-25r3,GHSA-c2qf-rxjj-qqgw","CVE-2022-25927,CVE-2023-44270,CVE-2022-25883","5.3,5.3","MODERATE,HIGH,HIGH",2
shiyi11yi/Sub-Hub,150..240,207,2025-09-14T08:48:01Z,package.json,0,0,,,,,0
metarhia/metasync,150..240,207,2025-07-19T11:24:13Z,package.json,9,0,,,,,0
jeetiss/tabs,150..240,207,2025-08-27T13:20:27Z,package.json,33,2,"GHSA-gcx4-mw62-g8wm,GHSA-8mmm-9v2q-x3f9","CVE-2024-47068,CVE-2022-37611",6.1,"CRITICAL,HIGH",0
ibm-messaging/mq-dev-patterns,150..240,207,2025-09-15T10:40:20Z,package.json,61,8,"GHSA-8hc4-vh64-cxmj,GHSA-qw6h-vgh9-j6wx,GHSA-wf5p-g6vw-rhxx,GHSA-rv95-896h-c2vc,GHSA-3965-hpx2-q597,GHSA-jr5f-v2jv-69x6,GHSA-4hjh-wcwx-xvwj","CVE-2024-39338,CVE-2024-57965,CVE-2023-45857,CVE-2024-29041,CVE-2024-43796,CVE-2024-36361,CVE-2025-58754,CVE-2025-27152","0.0,0.0,5.0","HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,HIGH,HIGH,MODERATE,LOW,MODERATE",0
fastly/js-compute-runtime,150..240,207,2025-09-22T08:34:05Z,package.json,38,0,,,,,0
eooce/Auto-deploy-sap-and-keepalive,150..240,206,2025-09-22T17:25:54Z,package.json,0,0,,,,,0
adamlui/chatgpt-auto-refresh,150..240,206,2025-09-19T17:18:46Z,package.json,8,0,,,,,0
mauricedb/polly-js,150..240,206,2025-09-03T05:06:24Z,package.json,9,1,GHSA-p8p7-x288-28g6,CVE-2023-28155,,MODERATE,0
bedrockio/bedrock-core,150..240,207,2025-09-06T12:14:15Z,package.json,90,6,"GHSA-g4jq-h2w9-997c,GHSA-x2rg-q646-7m2v,GHSA-qxrj-hx23-xp82,GHSA-mwcw-c2x4-8c55,GHSA-jgmv-j7ww-jx2x,GHSA-jqfw-vq24-v9c3","CVE-2024-55565,CVE-2025-8129,CVE-2025-32379,CVE-2025-58752,CVE-2025-58751,CVE-2023-49803","5.3,3.5,3.5","LOW,LOW,HIGH,MODERATE,LOW,LOW,MODERATE",0
metarhia/Example,150..240,206,2025-09-20T13:07:36Z,package.json,11,0,,,,,0
fastify/fastify-postgres,150..240,206,2025-09-01T09:06:05Z,package.json,10,1,GHSA-mg2h-6x62-wpwc,CVE-2025-32442,7.5,HIGH,0
nix-community/tree-sitter-nix,150..240,206,2025-08-11T14:30:39Z,package.json,1,0,,,,,0
Redocly/openapi-sampler,150..240,206,2025-09-08T06:20:01Z,package.json,30,0,,,,,0
OpenPAV/OpenPAV,150..240,205,2025-08-27T03:13:37Z,package.json,0,0,,,,,0
textlint-ja/textlint-rule-preset-JTF-style,150..240,205,2025-09-17T05:32:29Z,package.json,17,0,,,,,0
kommitters/editorjs-drag-drop,150..240,205,2025-09-07T13:56:18Z,package.json,16,1,GHSA-4vvj-4cpr-p986,CVE-2024-43788,6.4,MODERATE,0
airyland/logo.surf,150..240,205,2025-09-19T03:27:25Z,package.json,3,0,,,,,0
muffinista/before-dawn,150..240,206,2025-09-05T01:34:36Z,package.json,70,2,,"CVE-2025-53099,CVE-2022-29257","7.5,6.6",,0
nhoizey/vscode-gremlins,150..240,205,2025-09-22T02:14:54Z,package.json,7,0,,,,,0
XyzenSun/SpectreProxy,150..240,205,2025-09-21T00:16:17Z,package.json,0,0,,,,,0
valhalla/web-app,150..240,206,2025-09-21T12:40:57Z,package.json,50,7,"GHSA-g4jq-h2w9-997c,GHSA-wf5p-g6vw-rhxx,GHSA-jqfw-vq24-v9c3,GHSA-8mmm-9v2q-x3f9,GHSA-jr5f-v2jv-69x6,GHSA-4hjh-wcwx-xvwj","CVE-2025-58751,CVE-2025-27152,CVE-2024-57965,CVE-2023-45857,CVE-2022-37611,CVE-2025-58754,CVE-2025-58752","0.0,5.3","CRITICAL,MODERATE,HIGH,HIGH,LOW,LOW",0
happo/happo.io,150..240,205,2025-09-22T05:05:42Z,package.json,40,6,"GHSA-75v8-2h7p-7m2m,GHSA-4vvj-4cpr-p986,GHSA-r683-j2x4-v87g,GHSA-fjxv-7rqg-78g4,GHSA-mvjj-gqq2-p4hw,GHSA-hc6q-2mpp-qw7j","CVE-2024-43788,CVE-2025-46653,CVE-2018-6341,CVE-2023-28154,CVE-2022-0235,CVE-2025-7783","8.8,6.4,6.1","CRITICAL,HIGH,CRITICAL,MODERATE,LOW,MODERATE",6
G-dH/advanced-alttab-window-switcher,150..240,204,2025-09-22T16:27:05Z,package.json,0,0,,,,,0
vgteam/sequenceTubeMap,150..240,205,2025-09-08T14:46:44Z,package.json,61,7,"GHSA-qw6h-vgh9-j6wx,GHSA-qwcr-r2fm-qrc7,GHSA-rv95-896h-c2vc,GHSA-8mmm-9v2q-x3f9,GHSA-9jgg-88mc-972h,GHSA-4vvj-4cpr-p986,GHSA-4v9v-hfq4-rm2v","CVE-2024-43788,CVE-2024-43796,CVE-2025-30359,CVE-2024-45590,CVE-2024-29041,CVE-2025-30360,CVE-2022-37611","7.5,5.0,6.4","HIGH,CRITICAL,MODERATE,MODERATE,MODERATE,LOW,MODERATE",0
wikimedia/VisualEditor,150..240,205,2025-09-19T15:44:27Z,package.json,34,1,GHSA-vxvm-qww3-2fh7,CVE-2021-32050,,MODERATE,0
georgjaehnig/webpages-to-ebook,150..240,204,2025-09-21T21:47:42Z,package.json,8,2,"GHSA-2pr6-76vf-7546,GHSA-8j8c-7jfh-h6hx",,,"MODERATE,HIGH",0
TheIconfactory/Tapestry,150..240,204,2025-09-22T19:25:55Z,package.json,0,0,,,,,0
RavelloH/EverydayNews,150..240,204,2025-09-21T23:15:54Z,package.json,3,0,,,,,0
aerospike/aerospike-client-nodejs,150..240,204,2025-08-10T11:01:59Z,package.json,44,1,GHSA-52f5-9888-hmc6,CVE-2025-54798,,LOW,0
npm/normalize-package-data,150..240,203,2025-09-19T15:52:07Z,package.json,6,1,GHSA-c2qf-rxjj-qqgw,CVE-2022-25883,5.3,HIGH,0
bornova/numara-calculator,150..240,203,2025-09-21T20:42:01Z,package.json,20,0,,,,,0
qmd-lab/closeread,150..240,203,2025-09-22T14:53:25Z,package.json,0,0,,,,,0
de-id/live-streaming-demo,150..240,203,2025-09-04T20:09:06Z,package.json,18,1,GHSA-67mh-4wv8-2f99,,,MODERATE,0
DevExpress/testcafe-react-selectors,150..240,203,2025-03-13T03:22:55Z,package.json,19,20,"GHSA-qpjv-v59x-3qc4,GHSA-f82v-jwr5-mffw,GHSA-vg6x-rcgg-rjx6,GHSA-3h52-269p-cp9r,GHSA-4342-x723-ch2f,GHSA-gp8f-8m3g-qvj9,GHSA-xv57-4mr9-wg8v,GHSA-7m27-7ghc-44w9,GHSA-x574-m823-4x7w,GHSA-7gfc-8cq8-jh5f,GHSA-rv95-896h-c2vc,GHSA-g5qg-72qw-gw5v,GHSA-356w-63v5-8wf4,GHSA-g4jq-h2w9-997c,GHSA-qw6h-vgh9-j6wx,GHSA-g77x-44xx-532m,GHSA-jqfw-vq24-v9c3,GHSA-859w-5945-r5v3,GHSA-4r4m-qw57-chr8,GHSA-xcj6-pq6g-qj4x","CVE-2025-55173,CVE-2025-29927,CVE-2025-46565,CVE-2025-32395,CVE-2025-57752,CVE-2025-31486,CVE-2025-30208,CVE-2024-43796,CVE-2024-29041,CVE-2025-32421,CVE-2024-56332,CVE-2025-57822,CVE-2024-46982,CVE-2024-47831,CVE-2025-24010,CVE-2024-51479,CVE-2025-58751,CVE-2025-48068,CVE-2025-31125,CVE-2025-58752","5.3,5.0","MODERATE,HIGH,HIGH,MODERATE,LOW,CRITICAL,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,LOW",93
ooade/next-apollo-auth,150..240,203,2025-09-09T18:53:26Z,package.json,26,2,GHSA-qwcr-r2fm-qrc7,"CVE-2024-45590,CVE-2021-23326","7.5,6.3",HIGH,0
i18next/i18next-gettext-converter,150..240,203,2025-09-14T01:06:05Z,package.json,17,0,,,,,0
responsible-ai-collaborative/aiid,150..240,204,2025-09-18T21:12:58Z,package.json,172,3,"GHSA-h2pm-378c-pcxx,GHSA-65p9-j6pg-72hj","CVE-2025-53099,CVE-2023-30548,CVE-2025-49223","7.5,9.8,9.8","MODERATE,CRITICAL",1
Vulpelo/hide-youtube-shorts,150..240,202,2025-09-15T19:08:46Z,package.json,3,0,,,,,0
