repository,star_range,star,latest_push,files,total_dependencies,number_of_vulnerabilities,ghsa,cve_strings,cvss,severity,sploitus_number_of_pocs
pixelfed/pixelfed-rn,240..450,318,2025-09-04T11:40:41Z,package.json,78,0,,,,,0
sindresorhus/stringify-object,240..450,318,2025-09-08T02:32:29Z,package.json,6,0,,,,,0
ebaauw/homebridge-rpi,240..450,317,2025-09-19T19:33:35Z,package.json,1,0,,,,,0
dominikg/tsconfck,240..450,318,2025-09-20T03:13:11Z,package.json,26,0,,,,,0
juniorrojas/algovivo,240..450,317,2025-09-14T01:43:27Z,package.json,12,0,,,,,0
node-dmx/dmx,240..450,317,2025-09-17T11:34:56Z,package.json,3,0,,,,,0
bpmn-io/bpmn-js-properties-panel,240..450,318,2025-09-24T04:23:30Z,package.json,54,0,,,,,0
serebrov/emoji-mart-vue,240..450,317,2025-09-24T15:35:14Z,package.json,31,6,"GHSA-4vvj-4cpr-p986,GHSA-4v9v-hfq4-rm2v,GHSA-g3ch-rx76-35fx,GHSA-5j4c-8p2g-v4jx,GHSA-9jgg-88mc-972h,GHSA-968p-4wvh-cqc8","CVE-2025-30359,CVE-2024-6783,CVE-2024-9506,CVE-2025-30360,CVE-2025-27789,CVE-2024-43788",6.4,"MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW",0
shamahoque/mern-mediastream,240..450,317,2025-09-05T13:20:44Z,package.json,34,18,"GHSA-hjrf-2m68-5959,GHSA-h8hf-x3f4-xwgp,GHSA-rv95-896h-c2vc,GHSA-qw6h-vgh9-j6wx,GHSA-f825-f98c-gj3g,GHSA-vg7j-7cwx-8wgw,GHSA-qwcr-r2fm-qrc7,GHSA-qwph-4952-7xr6,GHSA-6g6m-m6h5-w9gf,GHSA-8cf7-32gw-wr33,GHSA-m7xq-9374-9rvx,GHSA-29mw-wpgm-hmr9,GHSA-wr3j-pwj9-hqq6,GHSA-p6mc-m468-83gw,GHSA-35jh-r3h4-6jhm,GHSA-9m93-w8w6-76hh","BIT-mongoose-2022-2564,CVE-2024-53900,CVE-2022-23540,CVE-2020-15084,CVE-2022-2564,BIT-mongoose-2023-3696,CVE-2022-24304,CVE-2021-23337,CVE-2024-29041,CVE-2024-43796,CVE-2024-45590,CVE-2023-3696,CVE-2024-29180,CVE-2020-8203,CVE-2022-23541,CVE-2022-23539,CVE-2020-28500,CVE-2025-23061","10.0,7.5,5.9,7.2,7.7,5.0","HIGH,CRITICAL,CRITICAL,HIGH,CRITICAL,HIGH,HIGH,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,HIGH,MODERATE,LOW",3
bangumi/scripts,240..450,317,2025-09-22T22:13:13Z,package.json,54,7,"GHSA-859w-5945-r5v3,GHSA-4v9v-hfq4-rm2v,GHSA-jqfw-vq24-v9c3,GHSA-gcx4-mw62-g8wm,GHSA-9jgg-88mc-972h,GHSA-g4jq-h2w9-997c,GHSA-cf66-xwfp-gvc4","CVE-2025-30359,CVE-2024-47068,CVE-2025-30360,CVE-2025-46565,CVE-2025-58752,CVE-2025-58751,CVE-2018-14732","5.3,6.1,7.5","MODERATE,LOW,LOW,HIGH,HIGH,MODERATE,MODERATE",0
orifmilod/iCinema,240..450,316,2025-09-22T09:37:58Z,package.json,38,11,"GHSA-4hjh-wcwx-xvwj,GHSA-jr5f-v2jv-69x6,GHSA-vg7j-7cwx-8wgw,GHSA-qwcr-r2fm-qrc7,GHSA-44fp-w29j-9vj5,GHSA-m7xq-9374-9rvx,GHSA-29mw-wpgm-hmr9,GHSA-p6mc-m468-83gw,GHSA-35jh-r3h4-6jhm,GHSA-w7rc-rwvf-8q5r,GHSA-r683-j2x4-v87g","CVE-2025-58754,CVE-2024-53900,CVE-2020-15168,CVE-2025-23061,CVE-2021-23337,CVE-2025-27152,CVE-2024-45590,CVE-2025-47935,CVE-2020-8203,CVE-2022-0235,CVE-2020-28500","7.5,7.2,7.5,8.8","HIGH,HIGH,CRITICAL,HIGH,HIGH,MODERATE,HIGH,HIGH,HIGH,LOW,HIGH",2
linear-b/gitstream,240..450,316,2025-09-23T19:41:17Z,package.json,0,0,,,,,0
detrohutt/babel-plugin-import-graphql,240..450,315,2025-08-27T12:12:37Z,package.json,19,0,,,,,0
pillarjs/csrf,240..450,315,2025-08-28T15:13:42Z,package.json,15,0,,,,,0
miroslavpejic85/mirotalkwebrtc,240..450,315,2025-09-24T18:39:38Z,package.json,19,0,,,,,0
noobaa/noobaa-core,240..450,314,2025-09-21T10:06:12Z,package.json,69,2,"GHSA-2p57-rm9w-gvfp,GHSA-22r3-9w55-cj54","CVE-2024-24828,CVE-2024-29415",6.6,"MODERATE,HIGH",0
semantic-release/gitlab,240..450,314,2025-09-22T05:54:53Z,package.json,20,2,GHSA-gxpj-cx7g-858c,"CVE-2017-16137,CVE-2020-26226",8.1,LOW,0
bytedance/danmu.js,240..450,314,2025-09-19T01:02:19Z,package.json,19,0,,,,,0
sysucats/zhongdamaopu,240..450,314,2025-09-13T01:45:56Z,package.json,38,16,"GHSA-hjrf-2m68-5959,GHSA-rv95-896h-c2vc,GHSA-8hc4-vh64-cxmj,GHSA-xwcq-pm8m-c4vf,GHSA-fjxv-7rqg-78g4,GHSA-qw6h-vgh9-j6wx,GHSA-4hjh-wcwx-xvwj,GHSA-9h6g-pr28-7cqp,GHSA-jr5f-v2jv-69x6,GHSA-qwph-4952-7xr6,GHSA-ghr5-ch3p-vcr6,GHSA-wf5p-g6vw-rhxx,GHSA-8cf7-32gw-wr33,GHSA-vxvm-qww3-2fh7,GHSA-3h5v-q93c-6h6q,GHSA-52f5-9888-hmc6","CVE-2025-58754,CVE-2022-23540,CVE-2024-39338,CVE-2024-37890,CVE-2024-29041,CVE-2023-3676,CVE-2024-33883,CVE-2024-43796,CVE-2025-27152,CVE-2025-54798,CVE-2023-45857,CVE-2022-23541,CVE-2021-32050,CVE-2023-46233,CVE-2022-23539,CVE-2025-7783","9.1,5.9,5.0,7.5,8.8,7.5","MODERATE,CRITICAL,CRITICAL,LOW,HIGH,MODERATE,MODERATE,MODERATE,LOW,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,MODERATE,HIGH",1
SonarSource/sonarqube-scan-action,240..450,314,2025-09-22T05:47:52Z,package.json,8,0,,,,,0
sligter/DeepGemini,240..450,313,2025-09-19T09:57:23Z,package.json,0,0,,,,,0
mapbox/shp-write,240..450,313,2025-09-05T18:49:54Z,package.json,7,0,,,,,0
ryersondmp/sa11y,240..450,314,2025-09-10T20:14:03Z,package.json,29,2,"GHSA-7fh5-64p2-3v2j,GHSA-gcx4-mw62-g8wm","CVE-2024-47068,CVE-2023-44270","6.1,6.1","HIGH,MODERATE",0
AikidoSec/safe-chain,240..450,312,2025-09-24T21:06:59Z,package.json,13,0,,,,,0
JonathanChavezTamales/llm-leaderboard,240..450,312,2025-09-23T23:40:26Z,package.json,2,0,,,,,0
soevai/MetaSword,240..450,314,2025-09-24T06:03:51Z,package.json,206,20,"GHSA-g5hg-p3ph-g8qg,GHSA-9p95-fxvg-qgq2,GHSA-fwr7-v2mv-hh25,GHSA-fjxv-7rqg-78g4,GHSA-qwcr-r2fm-qrc7,GHSA-9w5j-4mwv-2wj8,GHSA-28xr-mwxg-3qc8,GHSA-p8p7-x288-28g6,GHSA-4pg4-qvpc-4q3h,GHSA-rv95-896h-c2vc,GHSA-gcx4-mw62-g8wm,GHSA-qw6h-vgh9-j6wx,GHSA-c2qf-rxjj-qqgw,GHSA-44fp-w29j-9vj5,GHSA-3xgq-45jj-v275,GHSA-vp56-6g26-6827,GHSA-cxjh-pqwp-8mfp,GHSA-jchw-25xp-jwwc,GHSA-fjgf-rc76-4x9p","CVE-2022-2596,CVE-2023-28155,CVE-2024-29041,CVE-2024-43796,CVE-2022-25860,CVE-2025-47944,CVE-2022-24066,CVE-2025-48997,CVE-2021-43138,CVE-2025-7338,CVE-2022-25912,CVE-2023-26159,CVE-2020-26226,CVE-2024-47068,CVE-2024-21538,CVE-2024-45590,CVE-2025-47935,CVE-2024-28849,CVE-2022-25883,CVE-2025-7783","8.1,8.1,5.9,8.1,7.8,6.1,6.1,8.1,5.3,6.1,7.5,6.1,5.0,8.1,5.0","HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,CRITICAL,MODERATE,HIGH,CRITICAL,HIGH,MODERATE,MODERATE,MODERATE,HIGH,HIGH,HIGH,MODERATE,LOW,MODERATE,LOW,MODERATE",0
3liz/lizmap-web-client,240..450,312,2025-09-24T17:19:32Z,package.json,30,0,,,,,0
davedawkins/Sutil,240..450,312,2025-09-03T20:44:29Z,package.json,17,6,"GHSA-4vvj-4cpr-p986,GHSA-4v9v-hfq4-rm2v,GHSA-8mmm-9v2q-x3f9,GHSA-67mh-4wv8-2f99,GHSA-9jgg-88mc-972h,GHSA-hc6q-2mpp-qw7j","CVE-2025-30359,CVE-2023-28154,CVE-2025-30360,CVE-2024-43788,CVE-2022-37611","9.8,6.4","MODERATE,CRITICAL,CRITICAL,MODERATE,MODERATE,MODERATE",0
NiaoBlush/novel-disguise,240..450,312,2025-09-24T14:42:55Z,package.json,0,0,,,,,0
sindresorhus/transliterate,240..450,310,2025-09-23T05:36:18Z,package.json,2,0,,,,,0
tree-sitter/tree-sitter-c,240..450,311,2025-09-23T11:13:00Z,package.json,6,0,,,,,0
mr-smithers-excellent/docker-build-push,240..450,311,2025-09-24T20:50:13Z,package.json,16,0,,,,,0
OI-wiki/OI-Wiki-export,240..450,312,2025-09-20T13:54:37Z,package.json,50,0,,,,,0
potato4d/nuxt-basic-auth-module,240..450,310,2025-07-14T03:55:00Z,package.json,12,2,"GHSA-p8p7-x288-28g6,GHSA-vf6r-87q4-2vjf","CVE-2024-34343,CVE-2023-28155",6.3,"MODERATE,MODERATE",0
googlecreativelab/morse-learn,240..450,310,2025-09-03T23:03:07Z,package.json,12,8,"GHSA-9v62-24cr-58cx,GHSA-4xc9-xhrj-v574,GHSA-x5rq-j2xg-h7qm,GHSA-r8f7-9pfq-mjmv,GHSA-29mw-wpgm-hmr9,GHSA-p6mc-m468-83gw,GHSA-35jh-r3h4-6jhm,GHSA-jf85-cpcp-j695","CVE-2018-16487,CVE-2019-10744,CVE-2020-24025,CVE-2019-1010266,CVE-2021-23337,CVE-2020-28500,CVE-2020-8203","5.3,7.2","MODERATE,MODERATE,HIGH,MODERATE,CRITICAL,HIGH,MODERATE,HIGH",0
openhab/openhab-cloud,240..450,312,2025-07-18T02:42:09Z,package.json,66,5,"GHSA-25hc-qcg6-38wj,GHSA-9h6g-pr28-7cqp,GHSA-p8p7-x288-28g6,GHSA-qwcr-r2fm-qrc7,GHSA-cm22-4g7w-348p","CVE-2024-43800,CVE-2024-45590,CVE-2024-38355,CVE-2023-28155","6.1,5.0,7.5","MODERATE,MODERATE,MODERATE,LOW,HIGH",0
xiaobox/mdeditor,240..450,311,2025-09-24T03:36:13Z,package.json,44,17,"GHSA-7rqq-prvp-x9jh,GHSA-64vr-g452-qvp3,GHSA-92r3-m2mg-pj97,GHSA-c24v-8rfc-w8vw,GHSA-xcj6-pq6g-qj4x,GHSA-x574-m823-4x7w,GHSA-jqfw-vq24-v9c3,GHSA-vmqv-hx8q-j7mg,GHSA-8jhw-289h-jh2g,GHSA-8gwm-58g9-j8pw,GHSA-356w-63v5-8wf4,GHSA-vg6x-rcgg-rjx6,GHSA-9cwx-2883-4wfx,GHSA-g4jq-h2w9-997c,GHSA-859w-5945-r5v3,GHSA-4r4m-qw57-chr8","CVE-2024-23331,CVE-2024-45811,CVE-2025-30208,CVE-2025-31486,CVE-2025-24010,CVE-2024-31207,CVE-2024-45812,CVE-2025-32395,CVE-2025-58751,CVE-2025-31125,CVE-2023-49293,CVE-2025-46565,CVE-2022-29257,CVE-2025-54881,CVE-2025-58752,CVE-2025-55305,CVE-2025-54880","5.3,6.6","MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW",24
Level/awesome,240..450,309,2025-08-26T00:42:53Z,package.json,19,1,GHSA-c2qf-rxjj-qqgw,CVE-2022-25883,5.3,HIGH,0
simple-icons/simple-icons-website,240..450,310,2025-08-25T20:21:59Z,package.json,34,4,"GHSA-3965-hpx2-q597,GHSA-7fh5-64p2-3v2j,GHSA-4vvj-4cpr-p986,GHSA-p493-635q-r6gr","CVE-2021-21353,CVE-2024-43788,CVE-2023-44270,CVE-2024-36361","6.4,6.8","MODERATE,MODERATE,MODERATE,MODERATE",0
shamahoque/mern-classroom,240..450,309,2025-09-14T05:14:26Z,package.json,30,18,"GHSA-hjrf-2m68-5959,GHSA-h8hf-x3f4-xwgp,GHSA-rv95-896h-c2vc,GHSA-qw6h-vgh9-j6wx,GHSA-vg7j-7cwx-8wgw,GHSA-6g6m-m6h5-w9gf,GHSA-f825-f98c-gj3g,GHSA-qwph-4952-7xr6,GHSA-qwcr-r2fm-qrc7,GHSA-8cf7-32gw-wr33,GHSA-m7xq-9374-9rvx,GHSA-29mw-wpgm-hmr9,GHSA-wr3j-pwj9-hqq6,GHSA-p6mc-m468-83gw,GHSA-35jh-r3h4-6jhm,GHSA-9m93-w8w6-76hh","BIT-mongoose-2022-2564,CVE-2020-15084,CVE-2024-53900,CVE-2025-23061,CVE-2022-2564,CVE-2022-24304,CVE-2021-23337,BIT-mongoose-2023-3696,CVE-2022-23540,CVE-2024-29041,CVE-2024-43796,CVE-2024-45590,CVE-2023-3696,CVE-2020-8203,CVE-2024-29180,CVE-2022-23541,CVE-2022-23539,CVE-2020-28500","7.2,7.7,10.0,5.9,5.0,7.5","HIGH,MODERATE,HIGH,HIGH,HIGH,CRITICAL,CRITICAL,HIGH,CRITICAL,HIGH,MODERATE,MODERATE,MODERATE,LOW,HIGH,HIGH",4
herin7/gitforme,240..450,309,2025-09-24T17:13:50Z,package.json,59,3,"GHSA-4hjh-wcwx-xvwj,GHSA-g4jq-h2w9-997c,GHSA-jqfw-vq24-v9c3","CVE-2025-58752,CVE-2025-58754,CVE-2025-58751","5.3,7.5","LOW,LOW,HIGH",0
kewisch/gdata-provider,240..450,309,2025-09-21T06:54:55Z,package.json,19,0,,,,,0
GouvernementFR/dsfr,240..450,309,2025-09-22T19:09:34Z,package.json,70,11,"GHSA-356w-63v5-8wf4,GHSA-rv95-896h-c2vc,GHSA-gcx4-mw62-g8wm,GHSA-qw6h-vgh9-j6wx,GHSA-g4jq-h2w9-997c,GHSA-xcj6-pq6g-qj4x,GHSA-ghr5-ch3p-vcr6,GHSA-859w-5945-r5v3,GHSA-jqfw-vq24-v9c3,GHSA-4r4m-qw57-chr8","CVE-2024-47068,CVE-2025-31486,CVE-2024-29041,CVE-2024-33883,CVE-2024-43796,CVE-2025-32395,CVE-2025-58751,CVE-2025-46565,CVE-2025-31125,CVE-2025-58752,CVE-2023-29827","6.1,6.1,9.8,5.3,5.0","HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,LOW",11
nuxt-community/redirect-module,240..450,308,2025-08-28T07:07:11Z,package.json,17,4,"GHSA-mh2h-6j8q-x246,GHSA-xp63-6vf5-xf3v,GHSA-5q88-cjfq-g2mh,GHSA-7xcx-6wjh-7xp2","CVE-2020-7596,CVE-2020-15123,CVE-2020-7597",9.3,"MODERATE,HIGH,HIGH,MODERATE",0
vinitkumar/node-twitter,240..450,309,2025-08-27T13:34:33Z,package.json,47,4,"GHSA-rm36-94g8-835r,GHSA-grv7-fg5c-xmjg,GHSA-gwg9-rgvj-4h5j,GHSA-j383-35pm-c5h4","CVE-2019-5413,CVE-2024-4068,CVE-2022-1537,CVE-2022-0436","9.8,7.8","CRITICAL,MODERATE,HIGH,HIGH",1
boidushya/better-lyrics,240..450,308,2025-09-24T02:06:59Z,package.json,21,10,"GHSA-3h52-269p-cp9r,GHSA-g5qg-72qw-gw5v,GHSA-xv57-4mr9-wg8v,GHSA-7gfc-8cq8-jh5f,GHSA-g77x-44xx-532m,GHSA-gp8f-8m3g-qvj9,GHSA-f82v-jwr5-mffw,GHSA-4342-x723-ch2f,GHSA-7m27-7ghc-44w9,GHSA-qpjv-v59x-3qc4","CVE-2024-56332,CVE-2025-55173,CVE-2025-57822,CVE-2024-51479,CVE-2025-32421,CVE-2024-47831,CVE-2025-57752,CVE-2025-29927,CVE-2024-46982,CVE-2025-48068",,"MODERATE,HIGH,HIGH,MODERATE,LOW,CRITICAL,LOW,MODERATE,MODERATE,MODERATE",0
accordproject/template-archive,240..450,309,2025-09-19T02:01:05Z,package.json,66,5,"GHSA-8hc4-vh64-cxmj,GHSA-4hjh-wcwx-xvwj,GHSA-jr5f-v2jv-69x6,GHSA-p8p7-x288-28g6,GHSA-wf5p-g6vw-rhxx","CVE-2025-58754,CVE-2024-39338,CVE-2023-45857,CVE-2023-28155,CVE-2025-27152","6.1,7.5","MODERATE,MODERATE,HIGH,HIGH,HIGH",0
primer/doctocat,240..450,308,2025-09-23T19:14:33Z,package.json,70,2,"GHSA-mj46-r4gr-5x83,GHSA-c6f8-8r25-c4gc","CVE-2022-25863,CVE-2023-34238",,"HIGH,MODERATE,MODERATE",0
Ealenn/Echo-Server,240..450,308,2025-09-18T22:54:03Z,package.json,13,4,"GHSA-44fp-w29j-9vj5,GHSA-fjgf-rc76-4x9p,GHSA-4pg4-qvpc-4q3h,GHSA-g5hg-p3ph-g8qg","CVE-2025-47944,CVE-2025-47935,CVE-2025-7338,CVE-2025-48997",,"HIGH,HIGH,HIGH,HIGH",0
Misaka-1314/Chaoxing-MiniProgram,240..450,308,2025-09-24T15:03:26Z,package.json,16,2,"GHSA-4hjh-wcwx-xvwj,GHSA-jr5f-v2jv-69x6","CVE-2025-58754,CVE-2025-27152",7.5,"HIGH,HIGH",0
webpack/loader-runner,240..450,308,2025-09-02T20:30:28Z,package.json,17,0,,,,,0
appium/appium-adb,240..450,308,2025-09-19T05:07:34Z,package.json,33,9,"GHSA-fvqr-27wr-82fm,GHSA-4xc9-xhrj-v574,GHSA-29mw-wpgm-hmr9,GHSA-p6mc-m468-83gw,GHSA-35jh-r3h4-6jhm,GHSA-x5rq-j2xg-h7qm,GHSA-jf85-cpcp-j695,GHSA-c2qf-rxjj-qqgw","CVE-2018-16487,CVE-2019-10744,CVE-2018-3721,CVE-2021-23337,CVE-2020-8203,CVE-2019-1010266,CVE-2022-25883,CVE-2020-26226,CVE-2020-28500","8.1,8.1,7.2,5.3","CRITICAL,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH",0
scstraus/home-assistant-config,240..450,306,2025-09-19T20:38:23Z,package.json,0,0,,,,,0
adrianmg/github-pewpew,240..450,307,2025-09-11T23:48:42Z,package.json,5,0,,,,,0
will-moss/erin,240..450,307,2025-09-23T00:54:01Z,package.json,14,1,,CVE-2020-26226,"8.1,8.1,8.1",,0
accessibilitysupported/a11ysupport.io,240..450,308,2025-09-17T06:06:51Z,package.json,23,2,"GHSA-wc69-rhjr-hc9g,GHSA-vp56-6g26-6827","CVE-2022-31129,CVE-2022-2596","5.9,7.5","MODERATE,HIGH",0
DNature/gridsome-electron-boilerplate,240..450,307,2025-09-22T21:09:22Z,package.json,10,14,"GHSA-77xc-hjv8-ww97,GHSA-3p22-ghq8-v749,GHSA-mq8j-3h7h-p8g7,GHSA-7m48-wc93-9g85,GHSA-p7v2-p9m8-qqg7,GHSA-2q4g-w47c-4674,GHSA-mpjm-v997-c4h4,GHSA-p2jh-44qj-pf2v,GHSA-hvf8-h2qh-37m9,GHSA-6r2x-8pq8-9489,GHSA-qqvq-6xgj-jw8g,GHSA-7x97-j373-85x5,GHSA-vmqv-hx8q-j7mg,GHSA-56pc-6jqp-xqj8","CVE-2023-44402,CVE-2022-29247,CVE-2023-29198,CVE-2020-15215,CVE-2021-39184,CVE-2024-46993,CVE-2023-39956,CVE-2020-26272,CVE-2025-55305,CVE-2022-29257,CVE-2020-15174,CVE-2022-21718,CVE-2023-5217,CVE-2022-36077",6.6,"HIGH,LOW,MODERATE,MODERATE,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE",2
brvphoenix/luci-app-wrtbwmon,240..450,306,2025-09-24T10:30:07Z,package.json,0,0,,,,,0
kennylimz/anime-character-guessr,240..450,306,2025-09-22T20:43:47Z,package.json,24,7,"GHSA-jr5f-v2jv-69x6,GHSA-rv95-896h-c2vc,GHSA-8hc4-vh64-cxmj,GHSA-jqfw-vq24-v9c3,GHSA-4hjh-wcwx-xvwj,GHSA-qw6h-vgh9-j6wx,GHSA-g4jq-h2w9-997c","CVE-2025-58754,CVE-2024-39338,CVE-2024-29041,CVE-2025-58752,CVE-2024-43796,CVE-2025-27152,CVE-2025-58751","5.0,7.5,7.5,5.3","MODERATE,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW",0
awslabs/amazon-kinesis-client-nodejs,240..450,305,2025-08-21T15:41:46Z,package.json,15,5,"GHSA-82v2-mx6x-wq7q,GHSA-rrc9-gqf8-8rwg,GHSA-m5pj-vjjf-4m3h,GHSA-rm36-94g8-835r,GHSA-j383-35pm-c5h4","CVE-2022-21704,CVE-2020-28472,CVE-2020-7729,CVE-2022-1537,CVE-2022-0436","5.5,7.8","HIGH,MODERATE,HIGH,MODERATE,HIGH",1
anshaneja5/mldl.study,240..450,305,2025-09-24T19:34:50Z,package.json,32,10,"GHSA-356w-63v5-8wf4,GHSA-64vr-g452-qvp3,GHSA-vg6x-rcgg-rjx6,GHSA-9cwx-2883-4wfx,GHSA-g4jq-h2w9-997c,GHSA-xcj6-pq6g-qj4x,GHSA-x574-m823-4x7w,GHSA-859w-5945-r5v3,GHSA-jqfw-vq24-v9c3,GHSA-4r4m-qw57-chr8","CVE-2024-45811,CVE-2025-30208,CVE-2025-31486,CVE-2025-24010,CVE-2024-45812,CVE-2025-32395,CVE-2025-58751,CVE-2025-46565,CVE-2025-31125,CVE-2025-58752",5.3,"MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW",40
qgis/qwc2,240..450,306,2025-09-23T17:49:42Z,package.json,101,4,"GHSA-4hjh-wcwx-xvwj,GHSA-9jgg-88mc-972h,GHSA-4v9v-hfq4-rm2v","CVE-2025-58754,CVE-2025-30359,CVE-2025-30360,CVE-2024-43297","7.5,4.3","HIGH,MODERATE,MODERATE",0
hiero-ledger/hiero-sdk-js,240..450,305,2025-09-23T11:40:28Z,package.json,185,7,"GHSA-jqfw-vq24-v9c3,GHSA-4hjh-wcwx-xvwj,GHSA-qw6h-vgh9-j6wx,GHSA-g4jq-h2w9-997c,GHSA-c2qf-rxjj-qqgw","CVE-2025-58754,CVE-2023-32732,CVE-2020-1481,CVE-2025-58752,CVE-2024-43796,CVE-2022-25883,CVE-2025-58751","5.3,5.0,5.3,5.3,7.5,5.3,5.3,8.8","LOW,LOW,LOW,HIGH,LOW,LOW,HIGH,LOW,LOW",2
usbarmory/interlock,240..450,304,2025-09-14T05:30:13Z,package.json,0,0,,,,,0
miguelgrinberg/react-flask-app,240..450,304,2025-09-06T16:15:38Z,package.json,7,0,,,,,0
npm/validate-npm-package-name,240..450,303,2025-09-19T15:52:07Z,package.json,3,0,,,,,0
TurboWarp/packager,240..450,304,2025-09-22T19:40:48Z,package.json,38,6,"GHSA-9jgg-88mc-972h,GHSA-wv8q-r932-8hc7,GHSA-4v9v-hfq4-rm2v,GHSA-8266-84wp-wv5c,GHSA-95m3-7q98-8xr5","CVE-2024-45047,CVE-2025-30359,CVE-2025-30360,CVE-2022-29257,CVE-2022-25875,CVE-2025-9288","9.1,5.4,6.6,6.6","CRITICAL,MODERATE,MODERATE,MODERATE,MODERATE",0
words/moby,240..450,303,2025-09-22T02:29:48Z,package.json,9,5,"GHSA-3965-hpx2-q597,GHSA-rv95-896h-c2vc,GHSA-p493-635q-r6gr,GHSA-gpvr-g6gh-9mc2,GHSA-qw6h-vgh9-j6wx","CVE-2014-6393,CVE-2024-29041,CVE-2021-21353,CVE-2024-43796,CVE-2024-36361","5.0,6.8","MODERATE,MODERATE,LOW,MODERATE,MODERATE",0
nextcloud/twofactor_totp,240..450,303,2025-09-24T08:42:24Z,package.json,23,3,GHSA-5j4c-8p2g-v4jx,"CVE-2017-0888,CVE-2022-39210,CVE-2024-9506","4.3,3.2,4.3,4.3,3.2,3.2",LOW,0
Developmint/nuxt-webfontloader,240..450,303,2025-07-14T21:44:29Z,package.json,20,4,"GHSA-mh2h-6j8q-x246,GHSA-xp63-6vf5-xf3v,GHSA-5q88-cjfq-g2mh,GHSA-7xcx-6wjh-7xp2","CVE-2020-7596,CVE-2020-15123,CVE-2020-7597",9.3,"HIGH,HIGH,MODERATE,MODERATE",0
nodejs/is-my-node-vulnerable,240..450,302,2025-09-24T15:48:20Z,package.json,4,1,GHSA-c2qf-rxjj-qqgw,CVE-2022-25883,5.3,HIGH,0
maniacx/Battery-Health-Charging,240..450,302,2025-09-16T16:05:44Z,package.json,0,0,,,,,0
TehShrike/abstract-state-router,240..450,302,2025-09-23T16:00:57Z,package.json,11,1,GHSA-gcx4-mw62-g8wm,CVE-2024-47068,6.1,HIGH,0
moleculerjs/moleculer-web,240..450,303,2025-09-17T21:20:36Z,package.json,49,14,"GHSA-hjrf-2m68-5959,GHSA-9wv6-86v2-598j,GHSA-4vvj-4cpr-p986,GHSA-rv95-896h-c2vc,GHSA-9v62-24cr-58cx,GHSA-qw6h-vgh9-j6wx,GHSA-qwcr-r2fm-qrc7,GHSA-qwph-4952-7xr6,GHSA-r8f7-9pfq-mjmv,GHSA-8cf7-32gw-wr33,GHSA-wr3j-pwj9-hqq6,GHSA-5j4c-8p2g-v4jx,GHSA-g3ch-rx76-35fx,GHSA-cm22-4g7w-348p","CVE-2022-23540,CVE-2024-29041,CVE-2024-43800,CVE-2022-39288,CVE-2024-43796,CVE-2024-45590,CVE-2024-6783,CVE-2022-23541,CVE-2024-9506,CVE-2020-24025,CVE-2024-43788,CVE-2022-23539,CVE-2024-45296,CVE-2024-29180","5.0,7.5,6.4,5.9,7.5,5.0,5.3","LOW,LOW,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,LOW,HIGH,MODERATE,MODERATE",0
wu529778790/wu529778790.github.io,240..450,303,2025-09-10T15:24:33Z,package.json,38,3,"GHSA-p6mc-m468-83gw,GHSA-35jh-r3h4-6jhm,GHSA-29mw-wpgm-hmr9","CVE-2021-23337,CVE-2020-28500,CVE-2020-8203",7.2,"HIGH,MODERATE,HIGH",0
nextstrain/auspice,240..450,303,2025-09-20T12:46:07Z,package.json,113,12,"GHSA-rv95-896h-c2vc,GHSA-4vvj-4cpr-p986,GHSA-5pgg-2g8v-p4x9,GHSA-qw6h-vgh9-j6wx,GHSA-vhxf-7vqr-mrjg,GHSA-p3vf-v8qc-cwcr,GHSA-gx9m-whjm-85jf,GHSA-36jr-mh4h-2g58,GHSA-wr3j-pwj9-hqq6,GHSA-mmhx-hmjr-r674,GHSA-4r6h-8v6p-xvw6,GHSA-hc6q-2mpp-qw7j","CVE-2024-48910,CVE-2024-45801,CVE-2023-28154,CVE-2024-29041,CVE-2024-43796,CVE-2024-47875,CVE-2025-26791,CVE-2024-43788,CVE-2023-30533,CVE-2024-22363,CVE-2024-29180","5.0,6.4,9.1","HIGH,HIGH,HIGH,MODERATE,LOW,HIGH,CRITICAL,MODERATE,CRITICAL,HIGH,HIGH,MODERATE",2
endojs/Jessie,240..450,301,2025-09-16T05:37:16Z,package.json,26,0,,,,,0
